timestamp,open,high,low,close,volume,rsi,ema9,ema21,macd,adx,atr,avg_vol,vwap
2025-10-28 09:15:00+05:30,25939.95,26005.85,25929.65,25968.1,0.0,,25968.1,25968.1,,0.0,0.0,,
2025-10-28 09:20:00+05:30,25968.05,25999.2,25952.6,25971.35,0.0,,25968.75,25968.395454545454,,0.0,0.0,,
2025-10-28 09:25:00+05:30,25971.85,25988.85,25956.1,25988.85,0.0,,25972.77,25970.254958677684,,0.0,0.0,,
2025-10-28 09:30:00+05:30,25987.45,26034.2,25978.1,26028.8,0.0,,25983.976000000002,25975.57723516153,,0.0,0.0,,
2025-10-28 09:35:00+05:30,26028.65,26039.35,26024.4,26024.4,0.0,,25992.060800000003,25980.015668328662,,0.0,0.0,,
2025-10-28 09:40:00+05:30,26024.85,26041.7,26007.55,26019.5,0.0,,25997.548640000005,25983.605153026056,,0.0,0.0,,
2025-10-28 09:45:00+05:30,26019.6,26027.3,26005.2,26009.5,0.0,,25999.938912000005,25985.959230023687,,0.0,0.0,,
2025-10-28 09:50:00+05:30,26010.1,26013.3,25959.85,25971.45,0.0,,25994.241129600006,25984.640209112444,,0.0,0.0,,
2025-10-28 09:55:00+05:30,25973.4,25981.9,25956.05,25970.3,0.0,,25989.45290368001,25983.336553738583,,0.0,0.0,,
2025-10-28 10:00:00+05:30,25969.5,25970.05,25927.25,25928.65,0.0,,25977.29232294401,25978.36504885326,,0.0,0.0,0.0,
2025-10-28 10:05:00+05:30,25927.9,25932.35,25894.95,25907.2,0.0,,25963.273858355213,25971.895498957507,,0.0,0.0,0.0,
2025-10-28 10:10:00+05:30,25907.55,25907.9,25886.55,25905.25,0.0,,25951.66908668417,25965.836817234096,,0.0,0.0,0.0,
2025-10-28 10:15:00+05:30,25905.1,25912.5,25893.05,25901.35,0.0,,25941.60526934734,25959.974379303723,,0.0,0.0,0.0,
2025-10-28 10:20:00+05:30,25901.1,25910.15,25886.9,25898.4,0.0,23.313644152265184,25932.964215477874,25954.37670845793,,0.0,36.189285714285816,0.0,
2025-10-28 10:25:00+05:30,25899.25,25908.35,25887.9,25901.5,0.0,25.3790029569234,25926.6713723823,25949.569734961755,,0.0,35.06505102040805,0.0,
2025-10-28 10:30:00+05:30,25901.15,25902.5,25871.4,25880.8,0.0,21.261255946768628,25917.49709790584,25943.31794087432,,0.0,34.781833090378804,0.0,
2025-10-28 10:35:00+05:30,25880.9,25885.55,25865.05,25870.65,0.0,19.58340388762275,25908.127678324676,25936.7117644312,,0.0,33.76170215535175,0.0,
2025-10-28 10:40:00+05:30,25873.15,25893.45,25870.95,25891.15,0.0,31.36450820841513,25904.73214265974,25932.569785846543,,0.0,32.97872342996943,0.0,
2025-10-28 10:45:00+05:30,25891.35,25904.35,25882.65,25889.7,0.0,31.01836324445641,25901.725714127795,25928.672532587767,,0.0,32.17310032782855,0.0,
2025-10-28 10:50:00+05:30,25889.5,25889.9,25857.35,25858.25,0.0,24.661110298165624,25893.03057130224,25922.2704841707,,0.0,32.20002173298386,0.0,
2025-10-28 10:55:00+05:30,25857.8,25867.1,25853.65,25862.5,0.0,26.84313012821717,25886.924457041794,25916.836803791542,,0.0,30.86073446634195,0.0,
2025-10-28 11:00:00+05:30,25861.65,25865.05,25839.85,25841.95,0.0,23.325304003630734,25877.929565633436,25910.028912537764,,0.0,30.45639629017472,0.0,
2025-10-28 11:05:00+05:30,25842.45,25855.25,25840.75,25852.8,0.0,28.642508722602216,25872.903652506753,25904.82628412524,,0.0,29.316653698019383,0.0,
2025-10-28 11:10:00+05:30,25853.25,25858.35,25847.55,25852.3,0.0,28.54427169017356,25868.782922005405,25900.05116738658,,0.0,27.994035576732234,0.0,
2025-10-28 11:15:00+05:30,25852.25,25867.95,25844.7,25862.05,0.0,33.34509362620385,25867.436337604326,25896.59651580598,,0.0,27.65517589267993,0.0,
2025-10-28 11:20:00+05:30,25862.0,25876.2,25858.5,25871.55,0.0,37.73472575844018,25868.259070083463,25894.31955982362,,0.0,26.944091900345704,0.0,
2025-10-28 11:25:00+05:30,25870.5,25892.7,25870.5,25880.2,0.0,41.51168500578083,25870.64725606677,25893.035963476017,,0.0,26.605228193178203,0.0,
2025-10-28 11:30:00+05:30,25879.8,25893.85,25872.5,25872.5,0.0,39.23040553492181,25871.017804853418,25891.169057705472,,40.19200451648307,26.229854750808226,0.0,
2025-10-28 11:35:00+05:30,25872.85,25882.85,25869.75,25881.15,0.0,43.01875577769136,25873.044243882734,25890.258234277702,,38.625310599943475,25.292007982893246,0.0,
2025-10-28 11:40:00+05:30,25881.2,25894.5,25877.1,25878.05,0.0,42.008045842906306,25874.04539510619,25889.14839479791,,36.499201729353864,24.728293126972403,0.0,
2025-10-28 11:45:00+05:30,25877.5,25891.55,25869.6,25887.5,0.0,46.16067451034238,25876.736316084953,25888.998540725373,,34.864923978677126,24.529843617902998,0.0,
2025-10-28 11:50:00+05:30,25887.7,25899.4,25877.0,25877.05,0.0,42.53359857758503,25876.799052867962,25887.91230975034,,32.896220010688715,24.37771193091003,0.0,
2025-10-28 11:55:00+05:30,25877.15,25880.2,25848.65,25848.65,0.0,34.581004152277856,25871.16924229437,25884.343008863947,,32.245211830908055,24.890018221559263,0.0,
2025-10-28 12:00:00+05:30,25848.75,25855.3,25843.25,25845.15,0.0,33.74366133787163,25865.965393835497,25880.780008058133,2.029506086782824,31.832246921106673,23.972874062876407,0.0,
